Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
Shanxi,China,37.5777,112.2922,2020-02-26,133,0,104
Sichuan,China,30.6171,102.7103,2020-02-26,531,3,307
Tianjin,China,39.3054,117.323,2020-02-26,135,3,96
Tibet,China,31.6927,88.0924,2020-02-26,1,0,1
Xinjiang,China,41.1129,85.2401,2020-02-26,76,2,34
Yunnan,China,24.974,101.48700000000001,2020-02-26,174,2,144
Zhejiang,China,29.1832,120.0934,2020-02-26,1205,1,867
Anhui,China,31.8257,117.2264,2020-02-27,989,6,792
Beijing,China,40.1824,116.4142,2020-02-27,410,5,248
Chongqing,China,30.0572,107.874,2020-02-27,576,6,401
Fujian,China,26.0789,117.9874,2020-02-27,296,1,228
Gansu,China,37.8099,101.0583,2020-02-27,91,2,81
Guangdong,China,23.3417,113.4244,2020-02-27,1347,7,890
Guangxi,China,23.8298,108.7881,2020-02-27,252,2,161
Guizhou,China,26.8154,106.8748,2020-02-27,146,2,112
Hainan,China,19.1959,109.7453,2020-02-27,168,5,131
Hebei,China,39.549,116.1306,2020-02-27,317,6,274
Heilongjiang,China,47.861999999999995,127.7615,2020-02-27,480,13,270
Henan,China,33.882,113.61399999999999,2020-02-27,1272,20,1068
Hong Kong,China,22.3,114.2,2020-02-27,92,2,24
Hubei,China,30.9756,112.2707,2020-02-27,65596,2641,23383
Hunan,China,27.6104,111.7088,2020-02-27,1017,4,804
Inner Mongolia,China,44.0935,113.9448,2020-02-27,75,0,43
Jiangsu,China,32.9711,119.455,2020-02-27,631,0,498
Jiangxi,China,27.614,115.7221,2020-02-27,934,1,754
Jilin,China,43.6661,126.1923,2020-02-27,93,1,67
Liaoning,China,41.2956,122.6085,2020-02-27,121,1,93
Macau,China,22.1667,113.55,2020-02-27,10,0,8
Ningxia,China,37.2692,106.1655,2020-02-27,72,0,68
Qinghai,China,35.7452,95.9956,2020-02-27,18,0,18
Shaanxi,China,35.1917,108.8701,2020-02-27,245,1,195
Shandong,China,36.3427,118.1498,2020-02-27,756,6,387
Shanghai,China,31.201999999999998,121.4491,2020-02-27,337,3,276
Shanxi,China,37.5777,112.2922,2020-02-27,133,0,107
Sichuan,China,30.6171,102.7103,2020-02-27,534,3,321
Tianjin,China,39.3054,117.323,2020-02-27,136,3,102
Tibet,China,31.6927,88.0924,2020-02-27,1,0,1
Xinjiang,China,41.1129,85.2401,2020-02-27,76,2,43
Yunnan,China,24.974,101.48700000000001,2020-02-27,174,2,150
Zhejiang,China,29.1832,120.0934,2020-02-27,1205,1,932
Anhui,China,31.8257,117.2264,2020-02-28,990,6,821
Beijing,China,40.1824,116.4142,2020-02-28,410,7,257
Chongqing,China,30.0572,107.874,2020-02-28,576,6,422
Fujian,China,26.0789,117.9874,2020-02-28,296,1,235
Gansu,China,37.8099,101.0583,2020-02-28,91,2,82
Guangdong,China,23.3417,113.4244,2020-02-28,1348,7,935
Guangxi,China,23.8298,108.7881,2020-02-28,252,2,168
Guizhou,China,26.8154,106.8748,2020-02-28,146,2,112
Hainan,China,19.1959,109.7453,2020-02-28,168,5,133
Hebei,China,39.549,116.1306,2020-02-28,318,6,277
Heilongjiang,China,47.861999999999995,127.7615,2020-02-28,480,13,283
Henan,China,33.882,113.61399999999999,2020-02-28,1272,20,1112
Hong Kong,China,22.3,114.2,2020-02-28,94,2,30
Hubei,China,30.9756,112.2707,2020-02-28,65914,2682,26403
Hunan,China,27.6104,111.7088,2020-02-28,1017,4,830
Inner Mongolia,China,44.0935,113.9448,2020-02-28,75,0,45
Jiangsu,China,32.9711,119.455,2020-02-28,631,0,515
Jiangxi,China,27.614,115.7221,2020-02-28,935,1,790
Jilin,China,43.6661,126.1923,2020-02-28,93,1,73
Liaoning,China,41.2956,122.6085,2020-02-28,121,1,93
Macau,China,22.1667,113.55,2020-02-28,10,0,8
Ningxia,China,37.2692,106.1655,2020-02-28,72,0,68
Qinghai,China,35.7452,95.9956,2020-02-28,18,0,18
Shaanxi,China,35.1917,108.8701,2020-02-28,245,1,199
Shandong,China,36.3427,118.1498,2020-02-28,756,6,405
Shanghai,China,31.201999999999998,121.4491,2020-02-28,337,3,279
Shanxi,China,37.5777,112.2922,2020-02-28,133,0,112
Sichuan,China,30.6171,102.7103,2020-02-28,538,3,338
Tianjin,China,39.3054,117.323,2020-02-28,136,3,102
Tibet,China,31.6927,88.0924,2020-02-28,1,0,1
Xinjiang,China,41.1129,85.2401,2020-02-28,76,3,52
Yunnan,China,24.974,101.48700000000001,2020-02-28,174,2,156
Zhejiang,China,29.1832,120.0934,2020-02-28,1205,1,975
Anhui,China,31.8257,117.2264,2020-02-29,990,6,868
Beijing,China,40.1824,116.4142,2020-02-29,411,8,271
Chongqing,China,30.0572,107.874,2020-02-29,576,6,438
Fujian,China,26.0789,117.9874,2020-02-29,296,1,243
Gansu,China,37.8099,101.0583,2020-02-29,91,2,82
Guangdong,China,23.3417,113.4244,2020-02-29,1349,7,983
Guangxi,China,23.8298,108.7881,2020-02-29,252,2,176
Guizhou,China,26.8154,106.8748,2020-02-29,146,2,112
Hainan,China,19.1959,109.7453,2020-02-29,168,5,148
Hebei,China,39.549,116.1306,2020-02-29,318,6,282
Heilongjiang,China,47.861999999999995,127.7615,2020-02-29,480,13,301
Henan,China,33.882,113.61399999999999,2020-02-29,1272,21,1170
Hong Kong,China,22.3,114.2,2020-02-29,95,2,33
Hubei,China,30.9756,112.2707,2020-02-29,66337,2727,28993
Hunan,China,27.6104,111.7088,2020-02-29,1018,4,846
Inner Mongolia,China,44.0935,113.9448,2020-02-29,75,0,49
Jiangsu,China,32.9711,119.455,2020-02-29,631,0,523
Jiangxi,China,27.614,115.7221,2020-02-29,935,1,811
Jilin,China,43.6661,126.1923,2020-02-29,93,1,75
Liaoning,China,41.2956,122.6085,2020-02-29,121,1,96
Macau,China,22.1667,113.55,2020-02-29,10,0,8
Ningxia,China,37.2692,106.1655,2020-02-29,73,0,69
Qinghai,China,35.7452,95.9956,2020-02-29,18,0,18
Shaanxi,China,35.1917,108.8701,2020-02-29,245,1,207
Shandong,China,36.3427,118.1498,2020-02-29,756,6,421
Shanghai,China,31.201999999999998,121.4491,2020-02-29,337,3,287
Shanxi,China,37.5777,112.2922,2020-02-29,133,0,114
Sichuan,China,30.6171,102.7103,2020-02-29,538,3,351
Tianjin,China,39.3054,117.323,2020-02-29,136,3,109
Tibet,China,31.6927,88.0924,2020-02-29,1,0,1
Xinjiang,China,41.1129,85.2401,2020-02-29,76,3,62
Yunnan,China,24.974,101.48700000000001,2020-02-29,174,2,157
Zhejiang,China,29.1832,120.0934,2020-02-29,1205,1,1016
Anhui,China,31.8257,117.2264,2020-03-01,990,6,873
Beijing,China,40.1824,116.4142,2020-03-01,413,8,276
Chongqing,China,30.0572,107.874,2020-03-01,576,6,450
Fujian,China,26.0789,117.9874,2020-03-01,296,1,247
Gansu,China,37.8099,101.0583,2020-03-01,91,2,84
Guangdong,China,23.3417,113.4244,2020-03-01,1349,7,1016
Guangxi,China,23.8298,108.7881,2020-03-01,252,2,181
Guizhou,China,26.8154,106.8748,2020-03-01,146,2,112
Hainan,China,19.1959,109.7453,2020-03-01,168,5,149
Hebei,China,39.549,116.1306,2020-03-01,318,6,294
Heilongjiang,China,47.861999999999995,127.7615,2020-03-01,480,13,342
Henan,China,33.882,113.61399999999999,2020-03-01,1272,22,1198
Hong Kong,China,22.3,114.2,2020-03-01,96,2,36
Hubei,China,30.9756,112.2707,2020-03-01,66907,2761,31536
Hunan,China,27.6104,111.7088,2020-03-01,1018,4,866
Inner Mongolia,China,44.0935,113.9448,2020-03-01,75,0,52
Jiangsu,China,32.9711,119.455,2020-03-01,631,0,536
Jiangxi,China,27.614,115.7221,2020-03-01,935,1,831
Jilin,China,43.6661,126.1923,2020-03-01,93,1,78
Liaoning,China,41.2956,122.6085,2020-03-01,122,1,103
Macau,China,22.1667,113.55,2020-03-01,10,0,8
Ningxia,China,37.2692,106.1655,2020-03-01,73,0,69
Qinghai,China,35.7452,95.9956,2020-03-01,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-01,245,1,208
Shandong,China,36.3427,118.1498,2020-03-01,758,6,443
Shanghai,China,31.201999999999998,121.4491,2020-03-01,337,3,290
Shanxi,China,37.5777,112.2922,2020-03-01,133,0,116
Sichuan,China,30.6171,102.7103,2020-03-01,538,3,365
Tianjin,China,39.3054,117.323,2020-03-01,136,3,111
Tibet,China,31.6927,88.0924,2020-03-01,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-01,76,3,64
Yunnan,China,24.974,101.48700000000001,2020-03-01,174,2,163
Zhejiang,China,29.1832,120.0934,2020-03-01,1205,1,1046
Anhui,China,31.8257,117.2264,2020-03-02,990,6,917
Beijing,China,40.1824,116.4142,2020-03-02,414,8,282
Chongqing,China,30.0572,107.874,2020-03-02,576,6,469
Fujian,China,26.0789,117.9874,2020-03-02,296,1,255
Gansu,China,37.8099,101.0583,2020-03-02,91,2,85
Guangdong,China,23.3417,113.4244,2020-03-02,1350,7,1059
Guangxi,China,23.8298,108.7881,2020-03-02,252,2,192
Guizhou,China,26.8154,106.8748,2020-03-02,146,2,114
Hainan,China,19.1959,109.7453,2020-03-02,168,5,151
Hebei,China,39.549,116.1306,2020-03-02,318,6,296
Heilongjiang,China,47.861999999999995,127.7615,2020-03-02,480,13,356
Henan,China,33.882,113.61399999999999,2020-03-02,1272,22,1205
Hong Kong,China,22.3,114.2,2020-03-02,100,2,36
Hubei,China,30.9756,112.2707,2020-03-02,67103,2803,33934
Hunan,China,27.6104,111.7088,2020-03-02,1018,4,887
Inner Mongolia,China,44.0935,113.9448,2020-03-02,75,0,54
Jiangsu,China,32.9711,119.455,2020-03-02,631,0,543
Jiangxi,China,27.614,115.7221,2020-03-02,935,1,850
Jilin,China,43.6661,126.1923,2020-03-02,93,1,83
Liaoning,China,41.2956,122.6085,2020-03-02,122,1,103
Macau,China,22.1667,113.55,2020-03-02,10,0,8
Ningxia,China,37.2692,106.1655,2020-03-02,74,0,69
Qinghai,China,35.7452,95.9956,2020-03-02,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-02,245,1,216
Shandong,China,36.3427,118.1498,2020-03-02,758,6,460
Shanghai,China,31.201999999999998,121.4491,2020-03-02,337,3,292
Shanxi,China,37.5777,112.2922,2020-03-02,133,0,119
Sichuan,China,30.6171,102.7103,2020-03-02,538,3,386
Tianjin,China,39.3054,117.323,2020-03-02,136,3,111
Tibet,China,31.6927,88.0924,2020-03-02,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-02,76,3,66
Yunnan,China,24.974,101.48700000000001,2020-03-02,174,2,168
Zhejiang,China,29.1832,120.0934,2020-03-02,1206,1,1069
Anhui,China,31.8257,117.2264,2020-03-03,990,6,936
Beijing,China,40.1824,116.4142,2020-03-03,414,8,288
Chongqing,China,30.0572,107.874,2020-03-03,576,6,490
Fujian,China,26.0789,117.9874,2020-03-03,296,1,260
Gansu,China,37.8099,101.0583,2020-03-03,91,2,86
Guangdong,China,23.3417,113.4244,2020-03-03,1350,7,1101
Guangxi,China,23.8298,108.7881,2020-03-03,252,2,202
Guizhou,China,26.8154,106.8748,2020-03-03,146,2,114
Hainan,China,19.1959,109.7453,2020-03-03,168,5,155
Hebei,China,39.549,116.1306,2020-03-03,318,6,300
Heilongjiang,China,47.861999999999995,127.7615,2020-03-03,480,13,366
Henan,China,33.882,113.61399999999999,2020-03-03,1272,22,1231
Hong Kong,China,22.3,114.2,2020-03-03,100,2,37
Hubei,China,30.9756,112.2707,2020-03-03,67217,2835,36208
Hunan,China,27.6104,111.7088,2020-03-03,1018,4,906
Inner Mongolia,China,44.0935,113.9448,2020-03-03,75,1,59
Jiangsu,China,32.9711,119.455,2020-03-03,631,0,562
Jiangxi,China,27.614,115.7221,2020-03-03,935,1,870
Jilin,China,43.6661,126.1923,2020-03-03,93,1,83
Liaoning,China,41.2956,122.6085,2020-03-03,125,1,106
Macau,China,22.1667,113.55,2020-03-03,10,0,9
Ningxia,China,37.2692,106.1655,2020-03-03,74,0,69
Qinghai,China,35.7452,95.9956,2020-03-03,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-03,245,1,216
Shandong,China,36.3427,118.1498,2020-03-03,758,6,511
Shanghai,China,31.201999999999998,121.4491,2020-03-03,338,3,294
Shanxi,China,37.5777,112.2922,2020-03-03,133,0,124
Sichuan,China,30.6171,102.7103,2020-03-03,538,3,394
Tianjin,China,39.3054,117.323,2020-03-03,136,3,124
Tibet,China,31.6927,88.0924,2020-03-03,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-03,76,3,68
Yunnan,China,24.974,101.48700000000001,2020-03-03,174,2,169
Zhejiang,China,29.1832,120.0934,2020-03-03,1213,1,1093
Anhui,China,31.8257,117.2264,2020-03-04,990,6,956
Beijing,China,40.1824,116.4142,2020-03-04,418,8,297
Chongqing,China,30.0572,107.874,2020-03-04,576,6,502
Fujian,China,26.0789,117.9874,2020-03-04,296,1,270
Gansu,China,37.8099,101.0583,2020-03-04,91,2,87
Guangdong,China,23.3417,113.4244,2020-03-04,1350,7,1133
Guangxi,China,23.8298,108.7881,2020-03-04,252,2,210
Guizhou,China,26.8154,106.8748,2020-03-04,146,2,114
Hainan,China,19.1959,109.7453,2020-03-04,168,5,158
Hebei,China,39.549,116.1306,2020-03-04,318,6,301
Heilongjiang,China,47.861999999999995,127.7615,2020-03-04,480,13,373
Henan,China,33.882,113.61399999999999,2020-03-04,1272,22,1234
Hong Kong,China,22.3,114.2,2020-03-04,105,2,37
Hubei,China,30.9756,112.2707,2020-03-04,67332,2871,38557
Hunan,China,27.6104,111.7088,2020-03-04,1018,4,916
Inner Mongolia,China,44.0935,113.9448,2020-03-04,75,1,63
Jiangsu,China,32.9711,119.455,2020-03-04,631,0,577
Jiangxi,China,27.614,115.7221,2020-03-04,935,1,884
Jilin,China,43.6661,126.1923,2020-03-04,93,1,86
Liaoning,China,41.2956,122.6085,2020-03-04,125,1,106
Macau,China,22.1667,113.55,2020-03-04,10,0,9
Ningxia,China,37.2692,106.1655,2020-03-04,75,0,69
Qinghai,China,35.7452,95.9956,2020-03-04,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-04,245,1,223
Shandong,China,36.3427,118.1498,2020-03-04,758,6,516
Shanghai,China,31.201999999999998,121.4491,2020-03-04,338,3,298
Shanxi,China,37.5777,112.2922,2020-03-04,133,0,124
Sichuan,China,30.6171,102.7103,2020-03-04,538,3,406
Tianjin,China,39.3054,117.323,2020-03-04,136,3,124
Tibet,China,31.6927,88.0924,2020-03-04,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-04,76,3,69
Yunnan,China,24.974,101.48700000000001,2020-03-04,174,2,169
Zhejiang,China,29.1832,120.0934,2020-03-04,1213,1,1114
Anhui,China,31.8257,117.2264,2020-03-05,990,6,970
Beijing,China,40.1824,116.4142,2020-03-05,418,8,297
Chongqing,China,30.0572,107.874,2020-03-05,576,6,512
Fujian,China,26.0789,117.9874,2020-03-05,296,1,277
Gansu,China,37.8099,101.0583,2020-03-05,102,2,87
Guangdong,China,23.3417,113.4244,2020-03-05,1351,7,1181
Guangxi,China,23.8298,108.7881,2020-03-05,252,2,214
Guizhou,China,26.8154,106.8748,2020-03-05,146,2,114
Hainan,China,19.1959,109.7453,2020-03-05,168,6,158
Hebei,China,39.549,116.1306,2020-03-05,318,6,304
Heilongjiang,China,47.861999999999995,127.7615,2020-03-05,481,13,379
Henan,China,33.882,113.61399999999999,2020-03-05,1272,22,1239
Hong Kong,China,22.3,114.2,2020-03-05,105,2,43
Hubei,China,30.9756,112.2707,2020-03-05,67466,2902,40592
Hunan,China,27.6104,111.7088,2020-03-05,1018,4,938
Inner Mongolia,China,44.0935,113.9448,2020-03-05,75,1,65
Jiangsu,China,32.9711,119.455,2020-03-05,631,0,583
Jiangxi,China,27.614,115.7221,2020-03-05,935,1,901
Jilin,China,43.6661,126.1923,2020-03-05,93,1,88
Liaoning,China,41.2956,122.6085,2020-03-05,125,1,106
Macau,China,22.1667,113.55,2020-03-05,10,0,9
Ningxia,China,37.2692,106.1655,2020-03-05,75,0,69
Qinghai,China,35.7452,95.9956,2020-03-05,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-05,245,1,224
Shandong,China,36.3427,118.1498,2020-03-05,758,6,578
Shanghai,China,31.201999999999998,121.4491,2020-03-05,339,3,303
Shanxi,China,37.5777,112.2922,2020-03-05,133,0,126
Sichuan,China,30.6171,102.7103,2020-03-05,539,3,425
Tianjin,China,39.3054,117.323,2020-03-05,136,3,128
Tibet,China,31.6927,88.0924,2020-03-05,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-05,76,3,70
Yunnan,China,24.974,101.48700000000001,2020-03-05,174,2,169
Zhejiang,China,29.1832,120.0934,2020-03-05,1215,1,1124
Anhui,China,31.8257,117.2264,2020-03-06,990,6,979
Beijing,China,40.1824,116.4142,2020-03-06,422,8,299
Chongqing,China,30.0572,107.874,2020-03-06,576,6,513
Fujian,China,26.0789,117.9874,2020-03-06,296,1,284
Gansu,China,37.8099,101.0583,2020-03-06,119,2,87
Guangdong,China,23.3417,113.4244,2020-03-06,1352,7,1216
Guangxi,China,23.8298,108.7881,2020-03-06,252,2,217
Guizhou,China,26.8154,106.8748,2020-03-06,146,2,114
Hainan,China,19.1959,109.7453,2020-03-06,168,6,158
Hebei,China,39.549,116.1306,2020-03-06,318,6,305
Heilongjiang,China,47.861999999999995,127.7615,2020-03-06,481,13,396
Henan,China,33.882,113.61399999999999,2020-03-06,1272,22,1244
Hong Kong,China,22.3,114.2,2020-03-06,107,2,46
Hubei,China,30.9756,112.2707,2020-03-06,67592,2931,42033
Hunan,China,27.6104,111.7088,2020-03-06,1018,4,955
Inner Mongolia,China,44.0935,113.9448,2020-03-06,75,1,65
Jiangsu,China,32.9711,119.455,2020-03-06,631,0,594
Jiangxi,China,27.614,115.7221,2020-03-06,935,1,909
Jilin,China,43.6661,126.1923,2020-03-06,93,1,90
Liaoning,China,41.2956,122.6085,2020-03-06,125,1,106
Macau,China,22.1667,113.55,2020-03-06,10,0,10
Ningxia,China,37.2692,106.1655,2020-03-06,75,0,71
Qinghai,China,35.7452,95.9956,2020-03-06,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-06,245,1,226
Shandong,China,36.3427,118.1498,2020-03-06,758,6,618
Shanghai,China,31.201999999999998,121.4491,2020-03-06,342,3,306
Shanxi,China,37.5777,112.2922,2020-03-06,133,0,126
Sichuan,China,30.6171,102.7103,2020-03-06,539,3,442
Tianjin,China,39.3054,117.323,2020-03-06,136,3,128
Tibet,China,31.6927,88.0924,2020-03-06,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-06,76,3,71
Yunnan,China,24.974,101.48700000000001,2020-03-06,174,2,170
Zhejiang,China,29.1832,120.0934,2020-03-06,1215,1,1147
Anhui,China,31.8257,117.2264,2020-03-07,990,6,979
Beijing,China,40.1824,116.4142,2020-03-07,426,8,303
Chongqing,China,30.0572,107.874,2020-03-07,576,6,526
Fujian,China,26.0789,117.9874,2020-03-07,296,1,295
Gansu,China,37.8099,101.0583,2020-03-07,120,2,87
Guangdong,China,23.3417,113.4244,2020-03-07,1352,7,1237
Guangxi,China,23.8298,108.7881,2020-03-07,252,2,218
Guizhou,China,26.8154,106.8748,2020-03-07,146,2,115
Hainan,China,19.1959,109.7453,2020-03-07,168,6,158
Hebei,China,39.549,116.1306,2020-03-07,318,6,307
Heilongjiang,China,47.861999999999995,127.7615,2020-03-07,481,13,403
Henan,China,33.882,113.61399999999999,2020-03-07,1272,22,1244
Hong Kong,China,22.3,114.2,2020-03-07,108,2,51
Hubei,China,30.9756,112.2707,2020-03-07,67666,2959,43500
Hunan,China,27.6104,111.7088,2020-03-07,1018,4,960
Inner Mongolia,China,44.0935,113.9448,2020-03-07,75,1,67
Jiangsu,China,32.9711,119.455,2020-03-07,631,0,606
Jiangxi,China,27.614,115.7221,2020-03-07,935,1,916
Jilin,China,43.6661,126.1923,2020-03-07,93,1,90
Liaoning,China,41.2956,122.6085,2020-03-07,125,1,107
Macau,China,22.1667,113.55,2020-03-07,10,0,10
Ningxia,China,37.2692,106.1655,2020-03-07,75,0,71
Qinghai,China,35.7452,95.9956,2020-03-07,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-07,245,1,226
Shandong,China,36.3427,118.1498,2020-03-07,758,6,627
Shanghai,China,31.201999999999998,121.4491,2020-03-07,342,3,313
Shanxi,China,37.5777,112.2922,2020-03-07,133,0,126
Sichuan,China,30.6171,102.7103,2020-03-07,539,3,454
Tianjin,China,39.3054,117.323,2020-03-07,136,3,128
Tibet,China,31.6927,88.0924,2020-03-07,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-07,76,3,72
Yunnan,China,24.974,101.48700000000001,2020-03-07,174,2,170
Zhejiang,China,29.1832,120.0934,2020-03-07,1215,1,1154
Anhui,China,31.8257,117.2264,2020-03-08,990,6,984
Beijing,China,40.1824,116.4142,2020-03-08,428,8,308
Chongqing,China,30.0572,107.874,2020-03-08,576,6,527
Fujian,China,26.0789,117.9874,2020-03-08,296,1,295
Gansu,China,37.8099,101.0583,2020-03-08,124,2,87
Guangdong,China,23.3417,113.4244,2020-03-08,1352,7,1256
Guangxi,China,23.8298,108.7881,2020-03-08,252,2,223
Guizhou,China,26.8154,106.8748,2020-03-08,146,2,117
Hainan,China,19.1959,109.7453,2020-03-08,168,6,159
Hebei,China,39.549,116.1306,2020-03-08,318,6,307
Heilongjiang,China,47.861999999999995,127.7615,2020-03-08,481,13,412
Henan,China,33.882,113.61399999999999,2020-03-08,1272,22,1247
Hong Kong,China,22.3,114.2,2020-03-08,114,3,58
Hubei,China,30.9756,112.2707,2020-03-08,67707,2986,45235
Hunan,China,27.6104,111.7088,2020-03-08,1018,4,968
Inner Mongolia,China,44.0935,113.9448,2020-03-08,75,1,70
Jiangsu,China,32.9711,119.455,2020-03-08,631,0,612
Jiangxi,China,27.614,115.7221,2020-03-08,935,1,919
Jilin,China,43.6661,126.1923,2020-03-08,93,1,90
Liaoning,China,41.2956,122.6085,2020-03-08,125,1,109
Macau,China,22.1667,113.55,2020-03-08,10,0,10
Ningxia,China,37.2692,106.1655,2020-03-08,75,0,71
Qinghai,China,35.7452,95.9956,2020-03-08,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-08,245,1,227
Shandong,China,36.3427,118.1498,2020-03-08,758,6,642
Shanghai,China,31.201999999999998,121.4491,2020-03-08,342,3,314
Shanxi,China,37.5777,112.2922,2020-03-08,133,0,126
Sichuan,China,30.6171,102.7103,2020-03-08,539,3,464
Tianjin,China,39.3054,117.323,2020-03-08,136,3,128
Tibet,China,31.6927,88.0924,2020-03-08,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-08,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-03-08,174,2,170
Zhejiang,China,29.1832,120.0934,2020-03-08,1215,1,1161
Anhui,China,31.8257,117.2264,2020-03-09,990,6,984
Beijing,China,40.1824,116.4142,2020-03-09,428,8,315
Chongqing,China,30.0572,107.874,2020-03-09,576,6,542
Fujian,China,26.0789,117.9874,2020-03-09,296,1,295
Gansu,China,37.8099,101.0583,2020-03-09,124,2,88
Guangdong,China,23.3417,113.4244,2020-03-09,1352,8,1260
Guangxi,China,23.8298,108.7881,2020-03-09,252,2,230
Guizhou,China,26.8154,106.8748,2020-03-09,146,2,123
Hainan,China,19.1959,109.7453,2020-03-09,168,6,159
Hebei,China,39.549,116.1306,2020-03-09,318,6,307
Heilongjiang,China,47.861999999999995,127.7615,2020-03-09,481,13,430
Henan,China,33.882,113.61399999999999,2020-03-09,1272,22,1247
Hong Kong,China,22.3,114.2,2020-03-09,115,3,59
Hubei,China,30.9756,112.2707,2020-03-09,67743,3008,46488
Hunan,China,27.6104,111.7088,2020-03-09,1018,4,979
Inner Mongolia,China,44.0935,113.9448,2020-03-09,75,1,70
Jiangsu,China,32.9711,119.455,2020-03-09,631,0,621
Jiangxi,China,27.614,115.7221,2020-03-09,935,1,923
Jilin,China,43.6661,126.1923,2020-03-09,93,1,91
Liaoning,China,41.2956,122.6085,2020-03-09,125,1,109
Macau,China,22.1667,113.55,2020-03-09,10,0,10
Ningxia,China,37.2692,106.1655,2020-03-09,75,0,71
Qinghai,China,35.7452,95.9956,2020-03-09,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-09,245,1,227
Shandong,China,36.3427,118.1498,2020-03-09,758,6,700
Shanghai,China,31.201999999999998,121.4491,2020-03-09,342,3,315
Shanxi,China,37.5777,112.2922,2020-03-09,133,0,127
Sichuan,China,30.6171,102.7103,2020-03-09,539,3,466
Tianjin,China,39.3054,117.323,2020-03-09,136,3,130
Tibet,China,31.6927,88.0924,2020-03-09,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-09,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-03-09,174,2,170
Zhejiang,China,29.1832,120.0934,2020-03-09,1215,1,1176
Anhui,China,31.8257,117.2264,2020-03-10,990,6,984
Beijing,China,40.1824,116.4142,2020-03-10,429,8,320
Chongqing,China,30.0572,107.874,2020-03-10,576,6,547
Fujian,China,26.0789,117.9874,2020-03-10,296,1,295
Gansu,China,37.8099,101.0583,2020-03-10,125,2,88
Guangdong,China,23.3417,113.4244,2020-03-10,1353,8,1274
Guangxi,China,23.8298,108.7881,2020-03-10,252,2,234
Guizhou,China,26.8154,106.8748,2020-03-10,146,2,129
Hainan,China,19.1959,109.7453,2020-03-10,168,6,159
Hebei,China,39.549,116.1306,2020-03-10,318,6,307
Heilongjiang,China,47.861999999999995,127.7615,2020-03-10,481,13,434
Henan,China,33.882,113.61399999999999,2020-03-10,1272,22,1247
Hong Kong,China,22.3,114.2,2020-03-10,120,3,65
Hubei,China,30.9756,112.2707,2020-03-10,67760,3024,47743
Hunan,China,27.6104,111.7088,2020-03-10,1018,4,990
Inner Mongolia,China,44.0935,113.9448,2020-03-10,75,1,70
Jiangsu,China,32.9711,119.455,2020-03-10,631,0,627
Jiangxi,China,27.614,115.7221,2020-03-10,935,1,927
Jilin,China,43.6661,126.1923,2020-03-10,93,1,91
Liaoning,China,41.2956,122.6085,2020-03-10,125,1,111
Macau,China,22.1667,113.55,2020-03-10,10,0,10
Ningxia,China,37.2692,106.1655,2020-03-10,75,0,71
Qinghai,China,35.7452,95.9956,2020-03-10,18,0,18
Shaanxi,China,35.1917,108.8701,2020-03-10,245,1,227
Shandong,China,36.3427,118.1498,2020-03-10,758,6,719
Shanghai,China,31.201999999999998,121.4491,2020-03-10,344,3,319
Shanxi,China,37.5777,112.2922,2020-03-10,133,0,131
Sichuan,China,30.6171,102.7103,2020-03-10,539,3,478
Tianjin,China,39.3054,117.323,2020-03-10,136,3,131
Tibet,China,31.6927,88.0924,2020-03-10,1,0,1
Xinjiang,China,41.1129,85.2401,2020-03-10,76,3,73
Yunnan,China,24.974,101.48700000000001,2020-03-10,174,2,170
Zhejiang,China,29.1832,120.0934,2020-03-10,1215,1,1191
Anhui,China,31.8257,117.2264,2020-03-11,990,6,984
Beijing,China,40.1824,116.4142,2020-03-11,435,8,326
Chongqing,China,30.0572,107.874,2020-03-11,576,6,554
Fujian,China,26.0789,117.9874,2020-03-11,296,1,295
Gansu,China,37.8099,101.0583,2020-03-11,127,2,88
Guangdong,China,23.3417,113.4244,2020-03-11,1356,8,1282
Guangxi,China,23.8298,108.7881,2020-03-11,252,2,238
Guizhou,China,26.8154,106.8748,2020-03-11,146,2,133
Hainan,China,19.1959,109.7453,2020-03-11,168,6,159
Hebei,China,39.549,116.1306,2020-03-11,318,6,307
Heilongjiang,China,47.861999999999995,127.7615,2020-03-11,482,13,436
